Vernier Format 2
Unbenannt.cmbl 09.02.2026 18:31:03 .
Aktuell
Wellenlänge	Intensität
λ	I
nm	rel

403.25	0.00612577386771
407	0.00514825676116
410.75	0.00449657869013
414.5	0.00351906158358
418.25	0.00449657869013
422	0.00449657869013
425.75	0.00579993483219
429.5	0.00449657869013
433.25	0.00514825676116
437	0.00417073965461
440.75	0.00417073965461
444.5	0.00449657869013
448.25	0.00417073965461
452	0.00417073965461
455.75	0.00514825676116
459.5	0.00384490061909
463.25	0.00351906158358
467	0.00351906158358
470.75	0.00351906158358
474.5	0.00319322254806
478.25	0.00286738351254
482	0.00319322254806
485.75	0.00319322254806
489.5	0.00319322254806
493.25	0.00514825676116
497	0.00677745193874
500.75	0.00808080808081
504.5	0.00742913000978
508.25	0.00742913000978
512	0.00579993483219
514.81	0.00449657869013
517.62	0.00254154447703
520.43	0.00221570544151
523.24	0.001889866406
526.05	0.00221570544151
528.86	0.00156402737048
531.67	0.001889866406
534.48	0.00123818833496
537.29	0.00254154447703
540.1	0.00123818833496
542.91	0.00221570544151
545.72	0.00156402737048
548.53	0.00221570544151
551.34	0.00123818833496
554.15	0.00221570544151
556.96	0.00156402737048
559.77	0.001889866406
562.58	0.00221570544151
565.39	0.001889866406
568.2	0.00123818833496
571.01	0.00286738351254
573.82	0.00221570544151
576.63	0.00384490061909
579.44	0.00417073965461
582.25	0.0136200716846
585.06	0.0556533072662
588	0.0494623655914
590.96	0.00808080808081
593.92	0.00417073965461
596.88	0.00254154447703
599.84	0.00286738351254
602.8	0.00156402737048
605.76	0.00221570544151
608.72	0.000912349299446
611.68	0.00156402737048
614.64	0.000912349299446
617.6	0.00221570544151
620.56	0.00254154447703
623.52	0.00156402737048
626.48	0.001889866406
629.44	0.00156402737048
632.4	0.00156402737048
635.36	0.00221570544151
638.32	0.00221570544151
641.28	0.00221570544151
644.24	0.00221570544151
647.2	0.00286738351254
650.16	0.00221570544151
653.12	0.00319322254806
656.08	0.00254154447703
659.04	0.00286738351254
662	0.00449657869013
664.96	0.0181818181818
668	0.0475073313783
671	0.00938416422287
674	0.00319322254806
677	0.00286738351254
680	0.00221570544151
683	0.001889866406
686	0.00156402737048
689	0.00221570544151
692	0.00254154447703
695	0.00286738351254
698	0.00286738351254
701	0.00417073965461
704	0.0194851743239
707	0.0553274682307
710.24	0.0217660475725
713.48	0.00417073965461
716.72	0.00319322254806
719.96	0.00254154447703
723.2	0.00319322254806
