# pixel_index	counts_u16	rel_intensity
292.000000	1402	0.0213931487
293.000000	1497	0.0228427558
294.000000	1576	0.0240482185
295.000000	1240	0.0189211872
296.000000	1507	0.0229953460
297.000000	1519	0.0231784543
298.000000	1420	0.0216678111
299.000000	1377	0.0210116732
300.000000	1177	0.0179598688
301.000000	1168	0.0178225376
302.000000	1600	0.0244144350
303.000000	1151	0.0175631342
304.000000	1344	0.0205081254
305.000000	1432	0.0218509194
306.000000	1549	0.0236362249
307.000000	1296	0.0197756924
308.000000	1177	0.0179598688
309.000000	1539	0.0234836347
310.000000	1290	0.0196841382
311.000000	1466	0.0223697261
312.000000	1285	0.0196078431
313.000000	1724	0.0263065537
314.000000	1558	0.0237735561
315.000000	1408	0.0214847028
316.000000	1510	0.0230411231
317.000000	1144	0.0174563210
318.000000	1199	0.0182955673
319.000000	1637	0.0249790188
320.000000	1518	0.0231631952
321.000000	1359	0.0207370108
322.000000	1726	0.0263370718
323.000000	1333	0.0203402762
324.000000	1333	0.0203402762
325.000000	1529	0.0233310445
326.000000	1419	0.0216525521
327.000000	1358	0.0207217517
328.000000	1387	0.0211642634
329.000000	1231	0.0187838560
330.000000	1222	0.0186465248
331.000000	1469	0.0224155032
332.000000	1506	0.0229800870
333.000000	1394	0.0212710765
334.000000	1533	0.0233920806
335.000000	1264	0.0192874037
336.000000	1349	0.0205844205
337.000000	1575	0.0240329595
338.000000	1693	0.0258335241
339.000000	1753	0.0267490654
340.000000	1400	0.0213626307
341.000000	1353	0.0206454566
342.000000	1519	0.0231784543
343.000000	1462	0.0223086900
344.000000	1465	0.0223544671
345.000000	1187	0.0181124590
346.000000	1389	0.0211947814
347.000000	1313	0.0200350958
348.000000	1225	0.0186923018
349.000000	1589	0.0242465858
350.000000	1578	0.0240787366
351.000000	1350	0.0205996796
352.000000	1489	0.0227206836
353.000000	1444	0.0220340276
354.000000	1298	0.0198062104
355.000000	1359	0.0207370108
356.000000	1525	0.0232700084
357.000000	1467	0.0223849851
358.000000	1266	0.0193179217
359.000000	1340	0.0204470893
360.000000	1324	0.0202029450
361.000000	1359	0.0207370108
362.000000	1336	0.0203860533
363.000000	1688	0.0257572290
364.000000	1442	0.0220035096
365.000000	1759	0.0268406195
366.000000	1305	0.0199130236
367.000000	1425	0.0217441062
368.000000	1431	0.0218356603
369.000000	1292	0.0197146563
370.000000	1273	0.0194247349
371.000000	1244	0.0189822232
372.000000	1482	0.0226138705
373.000000	1531	0.0233615625
374.000000	1465	0.0223544671
375.000000	1234	0.0188296330
376.000000	1547	0.0236057069
377.000000	1689	0.0257724880
378.000000	1523	0.0232394903
379.000000	1744	0.0266117342
380.000000	1588	0.0242313268
381.000000	1206	0.0184023804
382.000000	1728	0.0263675898
383.000000	1268	0.0193484398
384.000000	1655	0.0252536812
385.000000	1394	0.0212710765
386.000000	1435	0.0218966964
387.000000	1369	0.0208896010
388.000000	1616	0.0246585794
389.000000	1353	0.0206454566
390.000000	1381	0.0210727092
391.000000	1613	0.0246128023
392.000000	1546	0.0235904479
393.000000	1390	0.0212100404
394.000000	1422	0.0216983291
395.000000	1260	0.0192263676
396.000000	1125	0.0171663996
397.000000	1356	0.0206912337
398.000000	1386	0.0211490043
399.000000	1529	0.0233310445
400.000000	1134	0.0173037308
401.000000	1128	0.0172121767
402.000000	1398	0.0213321126
403.000000	1443	0.0220187686
404.000000	1576	0.0240482185
405.000000	1698	0.0259098192
406.000000	1295	0.0197604334
407.000000	1536	0.0234378576
408.000000	1347	0.0205539025
409.000000	1561	0.0238193332
410.000000	1575	0.0240329595
411.000000	1510	0.0230411231
412.000000	1342	0.0204776074
413.000000	1461	0.0222934310
414.000000	1398	0.0213321126
415.000000	1505	0.0229648280
416.000000	1313	0.0200350958
417.000000	1515	0.0231174182
418.000000	1362	0.0207827878
419.000000	1486	0.0226749065
420.000000	1276	0.0194705119
421.000000	1231	0.0187838560
422.000000	1492	0.0227664607
423.000000	1517	0.0231479362
424.000000	1375	0.0209811551
425.000000	1552	0.0236820020
426.000000	1640	0.0250247959
427.000000	1290	0.0196841382
428.000000	1799	0.0274509804
429.000000	1493	0.0227817197
430.000000	1455	0.0222018769
431.000000	1287	0.0196383612
432.000000	1544	0.0235599298
433.000000	1696	0.0258793011
434.000000	1451	0.0221408408
435.000000	1240	0.0189211872
436.000000	1331	0.0203097581
437.000000	1537	0.0234531167
438.000000	1236	0.0188601511
