Vernier Format 2
Unbenannt.cmbl 09.02.2026 18:28:11 .
Aktuell
Wellenlänge	Intensität
λ	I
nm	rel

380.6	0.0232087179878
381.5	0.0232655154582
382.4	0.0235249188305
383.3	0.0235122029789
384.2	0.023212956605
385.1	0.0236046048337
386	0.0236232547494
386.9	0.024762595051
387.8	0.0244701304646
388.7	0.0252517314751
389.6	0.0252491883048
390.5	0.0256493137679
391.4	0.0259036307995
392.3	0.0263368174767
393.2	0.0270175393979
394.1	0.0275499097175
395	0.027943253393
395.9	0.0282263930215
396.8	0.0285120758204
397.7	0.0285298780126
398.6	0.0280788891432
399.5	0.0274235989251
400.4	0.027133677509
401.3	0.0271828454685
402.2	0.0276838500208
403.1	0.0279288420946
404	0.0267284657053
404.9	0.0259171943745
405.8	0.0244743690818
406.7	0.0243226265863
407.6	0.0234147147834
408.5	0.0230468028111
409.4	0.0232544950535
410.3	0.02360121394
411.2	0.0236029093868
412.1	0.023054432322
413	0.0228848876343
413.9	0.022818765206
414.8	0.022812831142
415.7	0.0223949034867
416.6	0.0225322346838
417.5	0.0225712299619
418.4	0.0229196442952
419.3	0.0231180115799
420.2	0.0238182311403
421.1	0.0240861117469
422	0.0240733958953
422.9	0.0242081839221
423.8	0.0245701618304
424.7	0.0252856404127
425.6	0.0254645100582
426.5	0.0253432856065
427.4	0.0249668963997
428.3	0.0245930503632
429.2	0.0239479328264
430.1	0.0238792672279
431	0.023421496571
431.9	0.0234265829116
432.8	0.0228857353577
433.7	0.0228518264201
434.6	0.0225958139417
435.5	0.0222804608225
436.4	0.0220736163034
437.3	0.0228628468249
438.2	0.0230561277689
439.1	0.023724981562
440	0.0229840712766
440.9	0.0231205547502
441.8	0.0228594559311
442.7	0.0237885608199
443.6	0.0239911667218
444.5	0.0236588591338
445.5	0.0228967557624
446.4	0.0228391105686
447.3	0.0233367242271
448.2	0.0236851385604
449.1	0.0231442910065
450	0.0226424387308
450.9	0.0224737417665
451.8	0.0222067088833
452.7	0.0219506964048
453.6	0.0211673999474
454.5	0.0214140874681
455.4	0.0211131456474
456.3	0.0210605867942
457.2	0.0207740562719
458.1	0.0206706340124
459	0.0205748412638
459.9	0.0202908539118
460.8	0.0198441036596
461.7	0.0194549986013
462.6	0.0195753753296
463.5	0.0204561599824
464.4	0.0207299746531
465.3	0.0203442604885
466.2	0.0196542136094
467.1	0.019742376847
468	0.0202823766774
468.9	0.0210614345176
469.8	0.020772360825
470.7	0.0209639463222
471.6	0.0197856107424
472.5	0.0196253910124
473.4	0.0192337427838
474.3	0.0196398023109
475.2	0.0196957520578
476.1	0.0195609640311
477	0.0194617803888
477.9	0.0201145274366
478.8	0.0198068038283
479.7	0.0201492840976
480.6	0.0199229419394
481.5	0.0202925493587
482.4	0.0196779498656
483.3	0.0189548417724
484.2	0.018753083594
485.1	0.0201128319897
486	0.0219727372142
486.9	0.0235333960649
487.8	0.0242251383909
488.7	0.024395530802
489.6	0.0244845417631
490.5	0.0239581055077
491.4	0.024333646991
492.3	0.0238784195044
493.2	0.0240182938718
494.1	0.0238029721184
495	0.0243107584582
495.9	0.024741401965
496.8	0.0249524851013
497.7	0.02515678645
498.6	0.0249677441232
499.5	0.0252135839204
500.4	0.0249329874622
501.3	0.0241852953892
502.2	0.0232256724566
503.1	0.0219837576189
504	0.0209970075363
504.9	0.0198856421081
505.8	0.019077761671
506.7	0.0186945906767
507.6	0.017846867238
508.5	0.0170194891619
509.4	0.0167405881505
510.3	0.0171288454854
511.2	0.0182817493621
512.2	0.018490289328
513	0.018082534354
513.8	0.0176120478455
514.6	0.017653586294
515.4	0.0174730212016
516.2	0.0170669616744
517.1	0.0168321422819
517.9	0.0166481862957
518.7	0.0171814043386
519.5	0.0167160041708
520.3	0.0167388927036
521.1	0.016685486127
522	0.0167668675771
522.8	0.0169169146258
523.6	0.0165625662284
524.4	0.0165286572908
525.2	0.0160047642057
526	0.0161963497029
526.9	0.0165167891627
527.7	0.0171313886558
528.5	0.0168211218772
529.3	0.0170050778634
530.1	0.0166956588083
530.9	0.016526961844
531.8	0.0162175427888
532.6	0.016256538067
533.4	0.0168448581335
534.2	0.0168685943898
535	0.0173874011343
535.8	0.0166566635301
536.7	0.0167448267677
537.5	0.0166210591457
538.3	0.0170949365479
539.1	0.0166380136144
539.9	0.016409128286
540.8	0.0165583276112
541.6	0.0167906038334
542.4	0.0166625975942
543.2	0.0161853292982
544	0.0161022524012
544.8	0.0158055491976
545.7	0.0162845129405
546.5	0.0167499131083
547.3	0.0173704466655
548.1	0.0173272127701
548.9	0.0170059255868
549.7	0.0171161296339
550.6	0.0168736807304
551.4	0.0168109491959
552.2	0.0159055805634
553	0.0162141518951
553.8	0.0165930842722
554.6	0.0168279036647
555.5	0.0165523935471
556.3	0.0164243873079
557.1	0.0168092537491
557.9	0.0165583276112
558.7	0.0163870874766
559.5	0.0161446385731
560.4	0.0164676212033
561.2	0.0165362868018
562	0.0168736807304
562.8	0.0166227545925
563.6	0.0167075269364
564.5	0.0166761611692
565.3	0.0170881547604
566.1	0.0169957529056
566.9	0.0170466163119
567.7	0.0169660825852
568.5	0.0170949365479
569.4	0.0171712316574
570.2	0.0174204623484
571	0.0176349363784
571.8	0.0176476522299
572.6	0.0175696616736
573.4	0.0173712943889
574.3	0.0172365063622
575.1	0.0172509176606
575.9	0.0179290964116
576.7	0.0182147792104
577.5	0.0186988292939
578.3	0.0187759721269
579.2	0.0193083424464
580	0.0193634444699
580.8	0.0197033815688
581.6	0.0197601790392
582.4	0.0217735222061
583.2	0.0257773200071
584.1	0.0464032789943
584.9	0.0675895831744
585.7	0.0948032010037
586.5	0.125055907361
587.3	0.128013614438
588.1	0.102051236405
588.9	0.0532859455931
589.6	0.0277728609818
590.4	0.0223872739757
591.1	0.0200272119224
591.9	0.0193668353636
592.6	0.0183614353653
593.4	0.0178917965803
594.1	0.0176468045065
594.9	0.0182715766808
595.6	0.0181995201885
596.3	0.0180799911837
597.1	0.0176061137814
597.8	0.0176637589753
598.6	0.0170228800556
599.3	0.0172076837652
600.1	0.0171059569526
600.8	0.0182656426168
601.6	0.0179672439663
602.3	0.0177815925333
603.1	0.0168058628553
603.8	0.016699049702
604.6	0.0166058001238
605.3	0.0164930529064
606.1	0.0164040419454
606.8	0.0162760357061
607.6	0.0163430058578
608.3	0.016326051389
609.1	0.0164074328391
609.8	0.0166329272738
610.6	0.0171966633605
611.3	0.0174611530734
612	0.0170008392462
612.8	0.0170245755025
613.5	0.0170288141197
614.3	0.0173534921967
615	0.0167626289599
615.8	0.0165133982689
616.5	0.0163023151327
617.3	0.0158547171571
618	0.0161107296356
618.8	0.0159793325026
619.5	0.0162005883201
620.3	0.0161420954028
621	0.0164650780329
621.8	0.0167507608318
622.5	0.0165176368861
623.3	0.016658358977
624	0.0165201800565
624.8	0.0165354390784
625.5	0.0164608394157
626.3	0.0164930529064
627	0.0165744343565
627.7	0.0163599603265
628.5	0.0165396776955
629.2	0.0165354390784
630	0.016256538067
630.7	0.0162200859592
631.5	0.016270101642
632.2	0.0163447013046
633	0.0160988615074
633.7	0.0158453921992
634.5	0.0157428176632
635.2	0.0157860515585
636	0.0160658002933
636.7	0.0167321109161
637.5	0.0168431626866
638.2	0.0167575426193
639	0.0164625348626
639.7	0.0161861770216
640.5	0.0166625975942
641.2	0.0162616244077
642	0.0163820011359
642.7	0.0162268677467
643.4	0.016754999449
644.2	0.0168677466663
644.9	0.016540525419
645.7	0.0163616557734
646.4	0.0163726761781
647.2	0.0163302900062
647.9	0.0163480921984
648.7	0.0162302586404
649.4	0.0162607766842
650.2	0.0164540576282
650.9	0.0167083746599
651.7	0.0167982333444
652.4	0.0163345286234
653.2	0.0162311063639
653.9	0.0160810593152
654.7	0.0164896620127
655.4	0.0169321736477
656.2	0.0171780134449
656.9	0.0172907606622
657.7	0.0169957529056
658.4	0.016610038741
659.1	0.0167210905114
659.9	0.0167304154693
660.6	0.0169296304774
661.4	0.0167371972568
662.1	0.017543382247
662.9	0.018420776006
663.6	0.0190591117554
664.4	0.0192125496978
665.1	0.0209079965752
665.9	0.0242276815612
666.6	0.0284637555844
667.4	0.0324327967244
668.1	0.031719013589
668.9	0.0278237243882
669.6	0.0216421250731
670.4	0.0183571967481
671.2	0.017377228453
671.9	0.0170160982681
672.7	0.0168821579648
673.4	0.0166998974255
674.2	0.0161488771903
674.9	0.0161768520638
675.7	0.016167527106
676.5	0.0169889711181
677.2	0.0171398658902
678	0.017176317998
678.7	0.0170712002916
679.5	0.0166498817426
680.2	0.0160751252511
681	0.0159776370557
681.8	0.0165430685893
682.5	0.0169355645414
683.3	0.017350101303
684	0.0172161609996
684.8	0.0171814043386
685.5	0.016921153243
686.3	0.0168414672397
687.1	0.0169474326696
687.8	0.0169372599883
688.6	0.0163116400905
689.3	0.0159505099056
690.1	0.0158886260946
690.8	0.016658358977
691.6	0.0161039478481
692.4	0.015682629299
693.1	0.0153393013063
693.9	0.0157572289616
694.6	0.0164286259251
695.4	0.0166795520629
696.1	0.0171958156371
696.9	0.0169126760086
697.7	0.0166558158067
698.4	0.0168312945585
699.2	0.0173840102405
699.9	0.0177027542535
700.7	0.0179282486881
701.4	0.0178299127693
702.2	0.0182020633588
703	0.0183495672372
703.7	0.0197517018048
704.5	0.0213047311445
705.2	0.0231358137721
706	0.0240674618313
706.8	0.0267776336648
707.5	0.0297421225299
708.3	0.0311018709256
709.1	0.0278127039835
709.9	0.023067995897
710.6	0.0191938997821
711.4	0.0180155642023
712.2	0.0175391436298
713	0.0174238532421
713.7	0.0168592694319
714.5	0.016492205183
715.3	0.0158631943915
716.1	0.0161921110857
716.8	0.0162522994498
717.6	0.0168694421132
718.4	0.0168541830913
719.2	0.0165337436315
719.9	0.0161183591465
720.7	0.0161683748294
721.5	0.0163218127718
722.3	0.0166049524003
723.1	0.016540525419
723.8	0.0167261768521
724.6	0.0163692852844
725.4	0.0158080923679
726.2	0.016132770445
726.9	0.0164421895001
727.7	0.0169169146258
728.5	0.0167906038334
729.3	0.017017793715
730	0.0175857684189
730.8	0.0179197714538
731.6	0.0180893161415
732.4	0.0174399599875
733.1	0.0167829743225
733.9	0.0160658002933
734.7	0.0154952824191
735.5	0.0152121427905
736.2	0.0153418444767
737	0.0157207768538
737.8	0.0157758788773
738.6	0.0158157218789
739.4	0.0160895365496
740.1	0.0159700075447
740.9	0.0158174173258
741.7	0.0155893797208
742.5	0.0154444190127
743.2	0.015883539754
744	0.0156631316599
744.8	0.0164040419454
745.6	0.0157877470054
746.3	0.0163311377296
747.1	0.0156724566178
747.9	0.0159352508838
748.7	0.0153960987767
749.4	0.0158123309851
750.2	0.016312487814
751	0.0160963183371
751.8	0.0158123309851
752.5	0.0152867424531
753.3	0.0156834770225
754.1	0.0156851724693
754.9	0.0153359104126
755.7	0.0150866797216
756.4	0.0148730534151
757.2	0.0157402744928
758	0.0157351881522
758.8	0.0159615303104
759.5	0.015427464544
760.3	0.0153910124361
761.1	0.0154876529081
761.9	0.015385078372
762.6	0.0153164127735
763.4	0.0159513576291
764.2	0.0160352822495
765	0.0164769461611
765.7	0.0155317345269
766.5	0.0152986105813
767.3	0.015170604342
768.1	0.0157411222163
768.8	0.0158784534134
769.6	0.0155910751676
770.4	0.0152299449827
771.2	0.0152002746624
772	0.015564795741
772.7	0.0153079355391
773.5	0.015572425252
774.3	0.0154842620144
775.1	0.0158335240711
775.8	0.0157097564491
776.6	0.0156580453193
777.4	0.0156749997881
778.2	0.0154452667362
778.9	0.0154690029925
779.7	0.0154800233972
780.5	0.0153359104126
781.3	0.0153681239033
782	0.0156097250833
782.8	0.0156182023177
783.6	0.0154308554377
784.4	0.0152884379
785.1	0.0154189873096
785.9	0.0157724879835
786.7	0.0154537439706
787.5	0.0154223782033
788.3	0.0149298508854
789	0.0156334613396
789.8	0.0152850470063
790.6	0.0155452981019
791.4	0.0149188304807
792.1	0.0157106041725
792.9	0.0157546857913
793.7	0.0155800547629
794.5	0.0150519230606
795.2	0.0151366954045
796	0.015406271458
796.8	0.0154189873096
797.6	0.0155334299738
798.3	0.0155478412723
799.1	0.0157199291303
799.9	0.0155317345269
800.7	0.0155571662301
801.4	0.0160513889949
802.2	0.0161522680841
803	0.016187024745
803.8	0.0156410908505
804.6	0.0153647330095
805.3	0.0152155336843
806.1	0.0151027864669
806.9	0.0156029432958
807.7	0.0156198977646
808.4	0.0154706984393
809.2	0.0158462399227
810	0.0161980451498
810.8	0.0163582648797
811.5	0.0155495367191
812.3	0.014770478879
813.1	0.0148467739885
813.9	0.0148077787103
814.6	0.0153689716267
815.4	0.0153706670736
816.2	0.0154706984393
817	0.0155792070395
817.7	0.0155707298051
818.5	0.0154486576299
819.3	0.0149646075464
820.1	0.0154418758424
820.9	0.015551232166
821.6	0.0160056119292
822.4	0.0155385163144
823.2	0.0152494426218
824	0.015068029806
824.7	0.0153562557751
825.5	0.0155622525707
826.3	0.0157987674101
827.1	0.0159725507151
827.8	0.0157334927053
828.6	0.0155046073769
829.4	0.0154766325034
830.2	0.0158843874774
830.9	0.0153893169892
831.7	0.0152858947297
832.6	0.0152884379
833.4	0.0154995210363
834.2	0.0153426922001
835	0.0154223782033
835.8	0.0156080296364
836.6	0.0164286259251
837.5	0.0161853292982
838.3	0.016215847342
839.1	0.0151587362139
839.9	0.0154172918627
840.7	0.0153452353704
841.6	0.0155198663988
842.4	0.0152079041733
843.2	0.0151205886592
844	0.0152867424531
844.8	0.0152841992828
845.6	0.0154011851174
846.5	0.0154783279503
847.3	0.015468155269
848.1	0.0154723938862
848.9	0.0147950628587
849.7	0.0147187677492
850.6	0.0146017819147
851.4	0.0150688775294
852.2	0.0153825352017
853	0.0157122996194
853.8	0.0156317658927
854.6	0.0152841992828
855.5	0.0151256749998
856.3	0.0150264913575
857.1	0.0154554394174
857.9	0.0152418131109
858.7	0.0155614048473
859.6	0.0156054864661
860.4	0.0153087832625
861.2	0.0152426608343
862	0.0149001805651
862.8	0.0155495367191
863.6	0.0153147173266
864.5	0.0159072760103
865.3	0.0153494739876
866.1	0.0155207141222
866.9	0.0146221272772
867.7	0.0145933046803
868.6	0.0144068055238
869.4	0.0145009028255
870.2	0.0152528335156
871	0.0156843247459
871.8	0.015786899282
872.6	0.0156733043412
873.5	0.0151188932123
874.3	0.0150756593169
875.1	0.0151460203623
875.9	0.0155605571238
