Vernier Format 2
Unbenannt.cmbl 09.02.2026 18:45:37 .
Aktuell
Wellenlänge	Intensität
λ	I
nm	rel

403.25	0.000619094167481
407	0.00127077223851
410.75	0.000944933202998
414.5	0.000293255131965
418.25	0.00127077223851
422	0.00127077223851
425.75	0.00127077223851
429.5	0.000293255131965
433.25	0.000944933202998
437	0.000944933202998
440.75	0.00159661127403
444.5	0.000944933202998
448.25	0.00127077223851
452	0.000944933202998
455.75	0.00192245030955
459.5	0.00127077223851
463.25	0.00127077223851
467	0.00127077223851
470.75	0.00192245030955
474.5	0.000944933202998
478.25	0.00127077223851
482	0.00127077223851
485.75	0.00127077223851
489.5	0.00159661127403
493.25	0.00127077223851
497	0.000944933202998
500.75	0.00127077223851
504.5	0.00159661127403
508.25	0.00257412838058
512	0.00127077223851
514.81	0.00224828934506
517.62	0.00224828934506
520.43	0.00192245030955
523.24	0.00192245030955
526.05	0.00192245030955
528.86	0.00159661127403
531.67	0.00224828934506
534.48	0.00224828934506
537.29	0.00355164548713
540.1	0.0028999674161
542.91	0.00257412838058
545.72	0.00192245030955
548.53	0.00224828934506
551.34	0.00224828934506
554.15	0.00224828934506
556.96	0.00224828934506
559.77	0.00257412838058
562.58	0.00224828934506
565.39	0.00322580645161
568.2	0.0028999674161
571.01	0.00387748452265
573.82	0.00420332355816
576.63	0.00615835777126
579.44	0.011697621375
582.25	0.0387422613229
585.06	0.0465623981753
588	0.0182144020854
590.96	0.0159335288368
593.92	0.0217986314761
596.88	0.0100684261975
599.84	0.00941674812643
602.8	0.0130009775171
605.76	0.0283154121864
608.72	0.0345063538612
611.68	0.0318996415771
614.64	0.0335288367546
617.6	0.0136526555881
620.56	0.0139784946237
623.52	0.0156076898012
626.48	0.0234278266536
629.44	0.0208211143695
632.4	0.0367872271098
635.36	0.0354838709677
638.32	0.0853372434018
641.28	0.0586184424894
644.24	0.0107201042685
647.2	0.0169110459433
650.16	0.041348973607
653.12	0.0234278266536
656.08	0.00974258716194
659.04	0.0169110459433
662	0.010394265233
664.96	0.0143043336592
668	0.0302704463995
671	0.0208211143695
674	0.0100684261975
677	0.00420332355816
680	0.00322580645161
683	0.00322580645161
686	0.00355164548713
689	0.00550667970023
692	0.019843597263
695	0.0162593678723
698	0.00615835777126
701	0.0165852069078
704	0.0315738025415
707	0.0100684261975
710.24	0.00452916259368
713.48	0.00387748452265
716.72	0.00550667970023
719.96	0.00615835777126
723.2	0.00713587487781
